"","LANG","ITEM","spec.know","spec.unkn","irr.nonsp","question","condit","indir.neg","dir.neg","compar","free.ch","neg.frag","Haspelmath","type"
"83758","fl1467","fl1467-3",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"18351","fl1467","fl1467-4",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"64048","fl1467","fl1467-5",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"83950","fl1467","fl1467-6",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"19162","fl1468","fl1468-1",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"75755","fl1468","fl1468-2",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"43754","fl1468","fl1468-3",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"17756","fl1468","fl1468-4",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"32151","fl1468","fl1468-5",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"83759","fl1469","fl1469-1",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"83951","fl1470","fl1470-1",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"7262","fl1470","fl1470-2",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"101562","fl1470","fl1470-3",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"49569","fl1470","fl1470-4",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"12757","fl1471","fl1471-1",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"43755","fl1471","fl1471-2",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"100764","fl1471","fl1471-3",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"76738","fl1471","fl1471-4",0,1,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"63953","fl1472","fl1472-1",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"43963","fl1472","fl1472-2",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"25348","fl1473","fl1473-1",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"32749","fl1473","fl1473-2",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"32341","fl1474","fl1474-1",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"24548","fl1474","fl1474-2",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"25349","fl1474","fl1474-3",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"75352","fl1474","fl1474-4",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"49351","fl1474","fl1474-5",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"25350","fl1474","fl1474-6",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"6381","fl1474","fl1474-7",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"57957","fl1475","fl1475-1",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"50951","fl1475","fl1475-2",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"5761","fl1475","fl1475-3",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"551","fl1476","fl1476-1",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"17757","fl1476","fl1476-2",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"12758","fl1476","fl1476-3",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"83365","fl1476","fl1476-4",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"57958","fl1476","fl1476-5",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"18951","fl1476","fl1476-6",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"268","fl1476","fl1476-7",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"24953","fl1477","fl1477-1",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"43964","fl1477","fl1477-2",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"83760","fl1478","fl1478-1",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"41361","fl1479","fl1479-1",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"41362","fl1479","fl1479-2",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"100765","fl1479","fl1479-3",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"12248","fl1479","fl1479-4",1,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"100557","fl1479","fl1479-5",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"63768","fl1479","fl1479-6",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"44549","fl1480","fl1480-1",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"32543","fl1480","fl1480-2",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"18352","fl1480","fl1480-3",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"6151","fl1480","fl1480-4",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"100954","fl1480","fl1480-5",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"100558","fl1480","fl1480-6",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"63457","fl1480","fl1480-7",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"75756","fl1481","fl1481-1",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"49752","fl1481","fl1481-2",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"24549","fl1482","fl1482-1",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"356","fl1482","fl1482-2",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"83366","fl1482","fl1482-3",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"83551","fl1483","fl1483-1",0,1,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"43756","fl1483","fl1483-2",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"6563","fl1483","fl1483-3",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"75757","fl1483","fl1483-4",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"24148","fl1483","fl1483-5",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"51165","fl1484","fl1484-1",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"7160","fl1485","fl1485-1",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"43757","fl1485","fl1485-2",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"41363","fl1485","fl1485-3",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"7161","fl1485","fl1485-4",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"40946","fl1486","fl1486-1",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"15747","fl1486","fl1486-2",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"783","fl1486","fl1486-3",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"6564","fl1486","fl1486-4",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"455","fl1486","fl1486-5",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"75353","fl1486","fl1486-6",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"18353","fl1487","fl1487-1",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"63954","fl1487","fl1487-2",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"48951","fl1487","fl1487-3",0,0,0,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"43147","fl1488","fl1488-1",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"83952","fl1488","fl1488-2",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"862","fl1489","fl1489-1",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"41364","fl1489","fl1489-2",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"23350","fl1489","fl1489-3",0,0,0,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"17345","fl1489","fl1489-4",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"7263","fl1489","fl1489-5",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"102154","fl1489","fl1489-6",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"100766","fl1489","fl1489-7",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"32750","fl1490","fl1490-1",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"63955","fl1490","fl1490-2",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"100767","fl1490","fl1490-3",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6382","fl1490","fl1490-4",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"76548","fl1490","fl1490-5",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"18354","fl1491","fl1491-1",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"6444","fl1491","fl1491-2",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"16960","fl1492","fl1492-1",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"863","fl1492","fl1492-2",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"41557","fl1492","fl1492-3",0,1,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"75758","fl1492","fl1492-4",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"23757","fl1493","fl1493-1",0,0,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"101358","fl1493","fl1493-2",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"43356","fl1493","fl1493-3",0,0,0,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"48952","fl1493","fl1493-4",0,0,0,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"75154","fl1493","fl1493-5",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"100559","fl1493","fl1493-6",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"40947","fl1494","fl1494-1",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"44760","fl1494","fl1494-2",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"26356","fl1494","fl1494-3",0,1,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"24954","fl1494","fl1494-4",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"43357","fl1494","fl1494-5",0,0,0,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"63956","fl1495","fl1495-1",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"17346","fl1496","fl1496-1",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"75759","fl1496","fl1496-2",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"75155","fl1497","fl1497-1",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"43148","fl1497","fl1497-2",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"83367","fl1497","fl1497-3",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"18355","fl1498","fl1498-1",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"40948","fl1498","fl1498-2",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"18144","fl1498","fl1498-3",0,0,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"12759","fl1498","fl1498-4",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"41365","fl1498","fl1498-5",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"49352","fl1498","fl1498-6",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"784","fl1498","fl1498-7",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"100768","fl1499","fl1499-1",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"63769","fl1499","fl1499-2",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"25551","fl1499","fl1499-3",0,1,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"43149","fl1500","fl1500-1",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"76154","fl1500","fl1500-2",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"75760","fl1500","fl1500-3",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"50160","fl1500","fl1500-4",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"101359","fl1500","fl1500-5",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"49353","fl1500","fl1500-6",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"6565","fl1500","fl1500-7",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6950","fl1501","fl1501-1",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"57762","fl1501","fl1501-2",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"49753","fl1501","fl1501-3",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"15953","fl1501","fl1501-4",0,1,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"456","fl1501","fl1501-5",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"43965","fl1501","fl1501-6",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"32751","fl1501","fl1501-7",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"49354","fl1502","fl1502-1",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"12249","fl1502","fl1502-2",1,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"100769","fl1502","fl1502-3",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"57763","fl1503","fl1503-1",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"269","fl1503","fl1503-2",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"63458","fl1503","fl1503-3",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"6951","fl1503","fl1503-4",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"23351","fl1504","fl1504-1",0,0,0,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63770","fl1504","fl1504-2",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"50370","fl1504","fl1504-3",0,1,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"12565","fl1504","fl1504-4",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"357","fl1505","fl1505-1",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"42949","fl1505","fl1505-2",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"6952","fl1505","fl1505-3",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"26158","fl1506","fl1506-1",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"25762","fl1507","fl1507-1",0,0,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"58045","fl1507","fl1507-2",1,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"12842","fl1507","fl1507-3",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"12156","fl1507","fl1507-4",0,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"24550","fl1508","fl1508-1",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63459","fl1508","fl1508-2",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"17567","fl1508","fl1508-3",0,1,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"100156","fl1508","fl1508-4",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"57959","fl1508","fl1508-5",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"19163","fl1509","fl1509-1",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"17758","fl1509","fl1509-2",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"43758","fl1509","fl1509-3",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"12566","fl1509","fl1509-4",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"864","fl1509","fl1509-5",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"48953","fl1510","fl1510-1",0,0,0,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"17347","fl1510","fl1510-2",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"58349","fl1510","fl1510-3",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"5762","fl1510","fl1510-4",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"23352","fl1510","fl1510-5",0,0,0,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63957","fl1510","fl1510-6",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"865","fl1511","fl1511-1",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"7264","fl1511","fl1511-2",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"50952","fl1512","fl1512-1",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"100560","fl1512","fl1512-2",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"50953","fl1512","fl1512-3",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"57764","fl1512","fl1512-4",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"101360","fl1512","fl1512-5",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"101361","fl1512","fl1512-6",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"58457","fl1512","fl1512-7",1,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"15346","fl1513","fl1513-1",0,0,0,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"76739","fl1514","fl1514-1",0,1,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"58154","fl1515","fl1515-1",0,0,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"57960","fl1515","fl1515-2",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"75953","fl1515","fl1515-3",0,1,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"76155","fl1515","fl1515-4",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"57765","fl1516","fl1516-1",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"12843","fl1516","fl1516-2",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"75156","fl1516","fl1516-3",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"57961","fl1516","fl1516-4",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"24551","fl1516","fl1516-5",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"6566","fl1516","fl1516-6",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"40949","fl1517","fl1517-1",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"51166","fl1517","fl1517-2",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"24749","fl1518","fl1518-1",0,1,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"457","fl1518","fl1518-2",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"75954","fl1518","fl1518-3",0,1,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"16961","fl1519","fl1519-1",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"43759","fl1519","fl1519-2",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"76740","fl1519","fl1519-3",0,1,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"100157","fl1519","fl1519-4",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"23953","fl1519","fl1519-5",0,1,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"83552","fl1519","fl1519-6",0,1,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"17759","fl1519","fl1519-7",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"83761","fl1520","fl1520-1",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"24149","fl1520","fl1520-2",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"6856","fl1521","fl1521-1",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"552","fl1521","fl1521-2",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"12844","fl1521","fl1521-3",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"23353","fl1522","fl1522-1",0,0,0,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"32342","fl1522","fl1522-2",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"76156","fl1522","fl1522-3",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"15347","fl1522","fl1522-4",0,0,0,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"58458","fl1522","fl1522-5",1,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"17760","fl1523","fl1523-1",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"83953","fl1523","fl1523-2",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"15748","fl1523","fl1523-3",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"12567","fl1523","fl1523-4",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"75761","fl1524","fl1524-1",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"75354","fl1524","fl1524-2",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"57766","fl1524","fl1524-3",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"64049","fl1524","fl1524-4",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"17348","fl1525","fl1525-1",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"458","fl1525","fl1525-2",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"101749","fl1525","fl1525-3",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"18952","fl1525","fl1525-4",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"49570","fl1525","fl1525-5",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"18537","fl1526","fl1526-1",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"18538","fl1526","fl1526-2",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"12568","fl1527","fl1527-1",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"25351","fl1528","fl1528-1",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"49571","fl1528","fl1528-2",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"50371","fl1529","fl1529-1",0,1,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"41558","fl1529","fl1529-2",0,1,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"12845","fl1529","fl1529-3",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"44550","fl1530","fl1530-1",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5882","fl1530","fl1530-2",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"83368","fl1530","fl1530-3",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"553","fl1531","fl1531-1",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"49754","fl1532","fl1532-1",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"63771","fl1532","fl1532-2",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"18356","fl1532","fl1532-3",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"26159","fl1532","fl1532-4",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"43760","fl1532","fl1532-5",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"63460","fl1532","fl1532-6",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"18953","fl1533","fl1533-1",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"554","fl1533","fl1533-2",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"63377","fl1534","fl1534-1",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"24750","fl1534","fl1534-2",0,1,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"44761","fl1534","fl1534-3",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"43966","fl1534","fl1534-4",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"42950","fl1534","fl1534-5",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"49755","fl1534","fl1534-6",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"74953","fl1534","fl1534-7",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
