"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","type"
"fl3164","fl3164-4",0,1,1,0,0,0,"artificial"
"fl3165","fl3165-1",0,0,0,1,1,0,"artificial"
"fl3165","fl3165-2",0,0,1,1,1,1,"artificial"
"fl3166","fl3166-1",0,0,1,0,1,0,"artificial"
"fl3167","fl3167-1",0,0,1,1,1,1,"artificial"
"fl3167","fl3167-2",0,0,1,1,0,1,"artificial"
"fl3167","fl3167-3",0,0,0,1,0,0,"artificial"
"fl3168","fl3168-1",0,0,0,1,1,1,"artificial"
"fl3168","fl3168-2",1,0,1,1,0,0,"artificial"
"fl3169","fl3169-1",1,1,0,0,1,1,"artificial"
"fl3169","fl3169-2",1,1,0,0,0,1,"artificial"
"fl3170","fl3170-1",1,1,0,1,0,0,"artificial"
"fl3171","fl3171-1",1,1,0,0,1,0,"artificial"
"fl3171","fl3171-2",1,1,1,0,0,0,"artificial"
"fl3171","fl3171-3",0,0,0,1,1,1,"artificial"
"fl3171","fl3171-4",0,1,1,0,0,1,"artificial"
"fl3171","fl3171-5",1,0,0,0,1,1,"artificial"
"fl3171","fl3171-6",0,1,0,1,0,0,"artificial"
"fl3171","fl3171-7",0,0,0,0,1,1,"artificial"
"fl3172","fl3172-1",0,0,1,0,0,0,"artificial"
"fl3172","fl3172-2",1,1,0,0,1,0,"artificial"
"fl3172","fl3172-3",0,0,1,1,1,0,"artificial"
"fl3172","fl3172-4",1,0,0,0,0,0,"artificial"
"fl3172","fl3172-5",0,1,0,1,1,1,"artificial"
"fl3172","fl3172-6",1,1,1,0,0,0,"artificial"
"fl3173","fl3173-1",1,1,1,1,1,1,"artificial"
"fl3173","fl3173-2",1,1,0,0,1,0,"artificial"
"fl3173","fl3173-3",0,0,0,0,1,0,"artificial"
"fl3173","fl3173-4",1,0,1,0,1,1,"artificial"
"fl3173","fl3173-5",0,0,1,0,0,1,"artificial"
"fl3174","fl3174-1",1,1,0,1,1,0,"artificial"
"fl3174","fl3174-2",1,1,1,1,1,1,"artificial"
"fl3174","fl3174-3",1,0,0,1,1,1,"artificial"
"fl3174","fl3174-4",0,0,0,1,0,1,"artificial"
"fl3174","fl3174-5",0,0,0,1,0,1,"artificial"
"fl3175","fl3175-1",0,1,1,1,0,1,"artificial"
"fl3175","fl3175-2",1,0,0,1,0,0,"artificial"
"fl3175","fl3175-3",0,0,0,1,0,0,"artificial"
"fl3175","fl3175-4",1,1,0,1,0,1,"artificial"
"fl3176","fl3176-1",0,1,1,1,1,0,"artificial"
"fl3176","fl3176-2",1,1,1,1,0,0,"artificial"
"fl3176","fl3176-3",0,1,0,0,0,0,"artificial"
"fl3176","fl3176-4",1,0,0,1,1,1,"artificial"
"fl3176","fl3176-5",1,0,1,1,0,0,"artificial"
"fl3177","fl3177-1",1,0,0,1,0,0,"artificial"
"fl3177","fl3177-2",0,1,0,1,0,1,"artificial"
"fl3177","fl3177-3",0,0,0,1,1,1,"artificial"
"fl3178","fl3178-1",1,1,1,0,0,0,"artificial"
"fl3179","fl3179-1",1,0,1,1,1,1,"artificial"
"fl3179","fl3179-2",0,0,1,1,1,0,"artificial"
"fl3180","fl3180-1",1,0,0,1,0,0,"artificial"
"fl3180","fl3180-2",1,0,0,0,1,0,"artificial"
"fl3180","fl3180-3",0,0,0,1,0,0,"artificial"
"fl3181","fl3181-1",1,0,1,0,0,1,"artificial"
"fl3181","fl3181-2",1,0,1,1,0,0,"artificial"
"fl3181","fl3181-3",0,1,0,1,1,1,"artificial"
"fl3181","fl3181-4",1,1,1,1,0,0,"artificial"
"fl3181","fl3181-5",0,1,1,1,0,0,"artificial"
"fl3181","fl3181-6",0,1,1,0,0,0,"artificial"
"fl3182","fl3182-1",0,1,0,0,1,0,"artificial"
"fl3182","fl3182-2",1,1,1,0,1,1,"artificial"
"fl3182","fl3182-3",1,0,1,1,0,0,"artificial"
"fl3182","fl3182-4",1,0,1,0,0,0,"artificial"
"fl3182","fl3182-5",1,0,0,1,1,0,"artificial"
"fl3182","fl3182-6",0,0,0,1,0,0,"artificial"
"fl3183","fl3183-1",1,0,1,1,1,0,"artificial"
"fl3183","fl3183-2",1,0,0,1,1,0,"artificial"
"fl3184","fl3184-1",0,0,1,0,1,0,"artificial"
"fl3184","fl3184-2",0,1,1,1,0,0,"artificial"
"fl3184","fl3184-3",0,1,0,0,1,0,"artificial"
"fl3184","fl3184-4",1,0,0,1,0,1,"artificial"
"fl3184","fl3184-5",0,0,1,0,0,1,"artificial"
"fl3185","fl3185-1",0,0,0,1,1,0,"artificial"
"fl3185","fl3185-2",1,0,0,0,1,1,"artificial"
"fl3185","fl3185-3",0,1,1,1,1,1,"artificial"
"fl3185","fl3185-4",1,0,1,1,0,1,"artificial"
"fl3185","fl3185-5",0,1,0,0,1,0,"artificial"
"fl3185","fl3185-6",1,0,0,0,0,1,"artificial"
"fl3185","fl3185-7",1,0,0,0,0,1,"artificial"
"fl3186","fl3186-1",1,0,0,0,1,0,"artificial"
"fl3187","fl3187-1",1,0,1,1,1,0,"artificial"
"fl3187","fl3187-2",1,0,1,0,0,0,"artificial"
"fl3187","fl3187-3",0,1,1,1,1,0,"artificial"
"fl3187","fl3187-4",1,0,0,1,0,0,"artificial"
"fl3187","fl3187-5",0,0,1,0,1,1,"artificial"
"fl3187","fl3187-6",1,1,1,0,0,0,"artificial"
"fl3188","fl3188-1",0,1,0,0,1,0,"artificial"
"fl3188","fl3188-2",0,1,0,1,1,1,"artificial"
"fl3188","fl3188-3",0,0,0,0,1,1,"artificial"
"fl3189","fl3189-1",1,0,1,1,0,1,"artificial"
"fl3190","fl3190-1",1,1,0,1,1,1,"artificial"
"fl3191","fl3191-1",0,1,0,0,0,1,"artificial"
"fl3192","fl3192-1",0,0,1,0,1,0,"artificial"
"fl3192","fl3192-2",0,0,1,1,0,0,"artificial"
"fl3192","fl3192-3",1,0,1,0,1,0,"artificial"
"fl3192","fl3192-4",1,0,1,1,0,0,"artificial"
"fl3193","fl3193-1",1,1,1,1,1,0,"artificial"
"fl3194","fl3194-1",0,1,0,1,1,0,"artificial"
"fl3194","fl3194-2",1,0,0,0,1,1,"artificial"
"fl3194","fl3194-3",0,1,0,0,1,0,"artificial"
"fl3194","fl3194-4",0,0,1,1,1,0,"artificial"
"fl3195","fl3195-1",0,0,0,1,1,0,"artificial"
"fl3195","fl3195-2",1,1,0,1,0,0,"artificial"
"fl3196","fl3196-1",0,1,1,0,0,1,"artificial"
"fl3196","fl3196-2",1,0,1,0,1,1,"artificial"
"fl3196","fl3196-3",1,0,1,1,1,0,"artificial"
"fl3196","fl3196-4",0,1,1,1,0,1,"artificial"
"fl3196","fl3196-5",1,1,1,0,1,1,"artificial"
"fl3196","fl3196-6",1,1,1,1,0,0,"artificial"
"fl3197","fl3197-1",0,0,0,1,1,0,"artificial"
"fl3197","fl3197-2",0,1,1,0,0,1,"artificial"
"fl3197","fl3197-3",1,0,0,0,0,1,"artificial"
"fl3197","fl3197-4",0,0,0,1,0,1,"artificial"
"fl3197","fl3197-5",1,1,1,1,0,0,"artificial"
"fl3197","fl3197-6",1,0,1,0,0,0,"artificial"
"fl3197","fl3197-7",0,0,0,1,0,1,"artificial"
"fl3198","fl3198-1",1,0,0,0,0,1,"artificial"
"fl3198","fl3198-2",1,1,1,1,0,1,"artificial"
"fl3198","fl3198-3",1,1,1,1,1,0,"artificial"
"fl3198","fl3198-4",1,1,1,0,0,1,"artificial"
"fl3199","fl3199-1",0,1,0,1,1,0,"artificial"
"fl3199","fl3199-2",1,0,0,1,0,1,"artificial"
"fl3199","fl3199-3",0,0,1,1,1,1,"artificial"
"fl3200","fl3200-1",0,1,0,1,0,1,"artificial"
"fl3200","fl3200-2",1,0,1,0,0,1,"artificial"
"fl3200","fl3200-3",1,1,0,1,1,1,"artificial"
"fl3200","fl3200-4",1,0,1,1,0,1,"artificial"
"fl3200","fl3200-5",1,1,0,0,1,1,"artificial"
"fl3200","fl3200-6",1,1,1,1,1,0,"artificial"
"fl3201","fl3201-1",0,1,1,0,0,1,"artificial"
"fl3201","fl3201-2",0,0,1,0,0,1,"artificial"
"fl3201","fl3201-3",1,1,0,1,0,0,"artificial"
"fl3201","fl3201-4",0,0,0,0,1,1,"artificial"
"fl3201","fl3201-5",0,0,0,1,1,0,"artificial"
"fl3202","fl3202-1",0,0,0,1,0,1,"artificial"
"fl3202","fl3202-2",1,0,1,0,1,0,"artificial"
"fl3202","fl3202-3",1,0,0,1,0,0,"artificial"
"fl3202","fl3202-4",1,1,0,0,1,0,"artificial"
"fl3202","fl3202-5",1,0,0,0,0,1,"artificial"
"fl3202","fl3202-6",1,0,0,1,1,1,"artificial"
"fl3202","fl3202-7",1,1,1,0,0,1,"artificial"
"fl3203","fl3203-1",1,1,1,1,1,1,"artificial"
"fl3203","fl3203-2",0,1,0,0,1,0,"artificial"
"fl3203","fl3203-3",0,0,1,0,1,1,"artificial"
"fl3203","fl3203-4",0,1,1,0,1,1,"artificial"
"fl3203","fl3203-5",0,0,1,0,1,1,"artificial"
"fl3204","fl3204-1",0,1,0,0,0,1,"artificial"
"fl3204","fl3204-2",1,0,0,1,1,1,"artificial"
"fl3204","fl3204-3",0,1,0,0,0,0,"artificial"
"fl3204","fl3204-4",0,1,0,0,0,0,"artificial"
"fl3205","fl3205-1",0,1,1,1,0,1,"artificial"
"fl3205","fl3205-2",1,0,0,0,0,1,"artificial"
"fl3205","fl3205-3",0,1,0,0,1,0,"artificial"
"fl3205","fl3205-4",1,1,0,1,1,0,"artificial"
"fl3206","fl3206-1",0,0,0,1,0,1,"artificial"
"fl3206","fl3206-2",0,0,0,0,1,0,"artificial"
"fl3206","fl3206-3",1,1,0,0,1,0,"artificial"
"fl3207","fl3207-1",0,1,0,0,0,1,"artificial"
"fl3207","fl3207-2",1,1,0,1,1,0,"artificial"
"fl3207","fl3207-3",0,0,1,1,1,1,"artificial"
"fl3207","fl3207-4",0,1,0,0,0,1,"artificial"
"fl3208","fl3208-1",1,1,0,1,1,0,"artificial"
"fl3208","fl3208-2",0,0,0,1,0,0,"artificial"
"fl3208","fl3208-3",1,1,0,1,0,0,"artificial"
"fl3208","fl3208-4",0,0,1,0,0,0,"artificial"
"fl3208","fl3208-5",1,0,1,1,1,1,"artificial"
"fl3208","fl3208-6",0,1,1,1,1,0,"artificial"
"fl3208","fl3208-7",0,0,1,0,0,0,"artificial"
"fl3209","fl3209-1",0,0,1,0,0,1,"artificial"
"fl3209","fl3209-2",0,0,0,1,0,0,"artificial"
"fl3210","fl3210-1",1,1,0,0,1,0,"artificial"
"fl3210","fl3210-2",1,0,0,1,0,0,"artificial"
"fl3210","fl3210-3",0,1,1,1,0,1,"artificial"
"fl3211","fl3211-1",1,0,0,0,0,0,"artificial"
"fl3211","fl3211-2",1,1,0,1,1,0,"artificial"
"fl3211","fl3211-3",1,1,1,1,0,1,"artificial"
"fl3211","fl3211-4",1,1,0,0,0,0,"artificial"
"fl3212","fl3212-1",1,1,1,1,1,1,"artificial"
"fl3212","fl3212-2",0,1,1,1,1,0,"artificial"
"fl3212","fl3212-3",1,1,1,0,1,1,"artificial"
"fl3213","fl3213-1",0,0,1,1,1,1,"artificial"
"fl3214","fl3214-1",0,0,1,1,1,0,"artificial"
"fl3214","fl3214-2",1,0,0,1,0,0,"artificial"
"fl3215","fl3215-1",1,0,1,1,1,1,"artificial"
"fl3215","fl3215-2",0,1,1,0,1,0,"artificial"
"fl3215","fl3215-3",1,0,0,0,1,0,"artificial"
"fl3215","fl3215-4",1,1,0,1,0,0,"artificial"
"fl3215","fl3215-5",1,0,1,0,1,0,"artificial"
"fl3216","fl3216-1",1,1,1,0,1,1,"artificial"
"fl3216","fl3216-2",1,1,1,0,0,0,"artificial"
"fl3217","fl3217-1",1,1,0,0,1,1,"artificial"
"fl3218","fl3218-1",0,1,0,0,0,0,"artificial"
"fl3218","fl3218-2",1,1,1,0,1,0,"artificial"
"fl3218","fl3218-3",1,0,0,0,1,1,"artificial"
"fl3218","fl3218-4",0,0,1,0,1,0,"artificial"
"fl3219","fl3219-1",1,0,0,0,0,1,"artificial"
"fl3219","fl3219-2",0,0,1,0,0,0,"artificial"
"fl3219","fl3219-3",0,0,0,1,0,1,"artificial"
"fl3219","fl3219-4",1,0,0,0,0,0,"artificial"
"fl3219","fl3219-5",0,0,0,0,0,1,"artificial"
"fl3219","fl3219-6",1,0,0,1,1,1,"artificial"
"fl3219","fl3219-7",1,0,0,1,1,0,"artificial"
"fl3220","fl3220-1",0,1,0,0,0,1,"artificial"
"fl3220","fl3220-2",0,0,0,1,0,1,"artificial"
"fl3220","fl3220-3",1,0,0,0,1,0,"artificial"
"fl3220","fl3220-4",0,1,1,0,1,0,"artificial"
"fl3220","fl3220-5",1,0,1,1,0,0,"artificial"
"fl3220","fl3220-6",1,0,0,0,1,1,"artificial"
"fl3221","fl3221-1",0,1,1,1,1,1,"artificial"
"fl3222","fl3222-1",0,1,0,0,0,1,"artificial"
"fl3222","fl3222-2",0,1,0,0,1,0,"artificial"
"fl3222","fl3222-3",0,0,1,0,0,1,"artificial"
"fl3222","fl3222-4",1,0,0,1,1,0,"artificial"
"fl3222","fl3222-5",0,0,1,1,0,1,"artificial"
"fl3223","fl3223-1",1,1,1,0,0,1,"artificial"
"fl3223","fl3223-2",1,0,1,0,1,0,"artificial"
"fl3223","fl3223-3",0,0,0,0,0,1,"artificial"
"fl3224","fl3224-1",1,0,0,0,1,1,"artificial"
"fl3224","fl3224-2",1,0,0,0,1,1,"artificial"
"fl3225","fl3225-1",1,0,0,1,1,1,"artificial"
"fl3225","fl3225-2",0,0,1,0,0,0,"artificial"
"fl3225","fl3225-3",1,1,0,0,1,1,"artificial"
"fl3225","fl3225-4",1,1,0,1,0,1,"artificial"
"fl3225","fl3225-5",0,1,0,0,1,1,"artificial"
"fl3225","fl3225-6",1,1,0,1,0,1,"artificial"
"fl3225","fl3225-7",1,0,0,1,0,1,"artificial"
"fl3226","fl3226-1",0,0,1,0,0,0,"artificial"
"fl3226","fl3226-2",1,1,1,1,0,1,"artificial"
"fl3226","fl3226-3",1,0,1,1,0,1,"artificial"
"fl3226","fl3226-4",0,0,1,1,1,1,"artificial"
"fl3226","fl3226-5",1,1,0,1,1,1,"artificial"
"fl3226","fl3226-6",0,1,0,0,0,1,"artificial"
"fl3226","fl3226-7",0,1,0,1,1,1,"artificial"
"fl3227","fl3227-1",1,1,1,0,0,0,"artificial"
"fl3227","fl3227-2",0,0,1,0,0,1,"artificial"
"fl3227","fl3227-3",0,0,1,1,0,1,"artificial"
"fl3227","fl3227-4",0,1,0,0,1,0,"artificial"
"fl3227","fl3227-5",0,0,0,0,1,0,"artificial"
"fl3227","fl3227-6",1,1,0,0,1,0,"artificial"
"fl3228","fl3228-1",1,1,0,0,0,0,"artificial"
"fl3228","fl3228-2",0,0,0,0,0,1,"artificial"
"fl3228","fl3228-3",1,1,1,0,1,1,"artificial"
"fl3228","fl3228-4",1,1,0,1,1,1,"artificial"
"fl3228","fl3228-5",0,0,0,1,0,0,"artificial"
"fl3228","fl3228-6",0,1,1,0,1,1,"artificial"
"fl3228","fl3228-7",1,1,1,1,1,0,"artificial"
"fl3229","fl3229-1",0,1,0,0,1,1,"artificial"
"fl3229","fl3229-2",0,0,1,1,0,1,"artificial"
"fl3229","fl3229-3",0,1,0,0,0,1,"artificial"
"fl3229","fl3229-4",0,1,0,1,1,0,"artificial"
"fl3229","fl3229-5",0,0,1,0,1,1,"artificial"
"fl3229","fl3229-6",0,1,0,0,1,1,"artificial"
"fl3230","fl3230-1",1,1,0,0,0,1,"artificial"
"fl3230","fl3230-2",1,0,0,0,0,1,"artificial"
"fl3230","fl3230-3",1,1,1,1,1,0,"artificial"
"fl3230","fl3230-4",0,1,1,0,0,1,"artificial"
"fl3230","fl3230-5",1,0,0,0,0,1,"artificial"
"fl3231","fl3231-1",0,0,1,1,1,1,"artificial"
"fl3231","fl3231-2",1,1,1,0,0,0,"artificial"
"fl3231","fl3231-3",1,0,0,1,1,1,"artificial"
"fl3232","fl3232-1",1,1,0,1,0,1,"artificial"
"fl3232","fl3232-2",1,0,0,1,1,1,"artificial"
"fl3232","fl3232-3",0,0,0,0,1,0,"artificial"
"fl3233","fl3233-1",0,1,1,0,0,1,"artificial"
"fl3233","fl3233-2",1,1,1,0,1,1,"artificial"
"fl3234","fl3234-1",0,0,0,0,0,1,"artificial"
"fl3234","fl3234-2",0,0,1,1,0,1,"artificial"
"fl3234","fl3234-3",0,0,0,0,0,1,"artificial"
"fl3234","fl3234-4",1,0,0,1,1,0,"artificial"
"fl3235","fl3235-1",1,0,1,0,0,1,"artificial"
"fl3235","fl3235-2",0,1,0,1,1,1,"artificial"
"fl3235","fl3235-3",0,0,1,1,1,0,"artificial"
"fl3235","fl3235-4",0,0,0,0,1,1,"artificial"
"fl3236","fl3236-1",1,0,1,0,0,0,"artificial"
"fl3236","fl3236-2",1,0,1,0,1,1,"artificial"
"fl3236","fl3236-3",1,1,1,1,0,0,"artificial"
"fl3236","fl3236-4",0,1,1,1,1,1,"artificial"
"fl3236","fl3236-5",1,0,0,0,1,1,"artificial"
"fl3236","fl3236-6",0,1,1,1,0,0,"artificial"
"fl3236","fl3236-7",0,0,0,1,1,1,"artificial"
"fl3237","fl3237-1",1,0,0,0,1,0,"artificial"
"fl3238","fl3238-1",0,0,0,1,1,1,"artificial"
"fl3239","fl3239-1",1,0,1,1,0,1,"artificial"
"fl3239","fl3239-2",1,0,1,1,1,0,"artificial"
"fl3239","fl3239-3",0,1,0,0,1,0,"artificial"
"fl3239","fl3239-4",1,1,1,0,0,0,"artificial"
"fl3239","fl3239-5",1,0,0,1,1,1,"artificial"
"fl3239","fl3239-6",0,0,0,1,0,1,"artificial"
"fl3240","fl3240-1",0,1,0,0,1,1,"artificial"
"fl3240","fl3240-2",1,0,0,0,0,1,"artificial"
"fl3240","fl3240-3",0,1,0,0,1,0,"artificial"
"fl3240","fl3240-4",0,0,0,0,0,1,"artificial"
"fl3240","fl3240-5",1,1,1,0,0,0,"artificial"
"fl3240","fl3240-6",0,1,0,1,1,1,"artificial"
"fl3240","fl3240-7",1,1,1,0,1,1,"artificial"
"fl3241","fl3241-1",1,0,1,1,1,0,"artificial"
"fl3241","fl3241-2",1,0,1,1,1,1,"artificial"
"fl3241","fl3241-3",1,0,0,0,1,0,"artificial"
"fl3241","fl3241-4",1,0,1,0,0,1,"artificial"
"fl3242","fl3242-1",0,1,1,0,1,1,"artificial"
"fl3242","fl3242-2",1,1,0,1,0,1,"artificial"
"fl3243","fl3243-1",0,0,0,1,1,1,"artificial"
"fl3243","fl3243-2",1,1,0,0,1,1,"artificial"
"fl3243","fl3243-3",0,0,1,1,1,1,"artificial"
"fl3244","fl3244-1",1,0,1,1,0,1,"artificial"
"fl3244","fl3244-2",0,1,0,0,0,0,"artificial"
"fl3244","fl3244-3",1,1,0,1,0,0,"artificial"
"fl3244","fl3244-4",0,1,0,0,1,0,"artificial"
"fl3245","fl3245-1",1,1,1,0,1,0,"artificial"
"fl3245","fl3245-2",1,0,1,0,1,0,"artificial"
"fl3245","fl3245-3",1,1,0,0,0,0,"artificial"
"fl3245","fl3245-4",0,1,0,0,0,1,"artificial"
"fl3245","fl3245-5",1,1,0,0,0,0,"artificial"
"fl3246","fl3246-1",1,1,0,0,1,1,"artificial"
"fl3247","fl3247-1",1,0,0,1,1,0,"artificial"
"fl3247","fl3247-2",0,1,1,1,1,0,"artificial"
"fl3247","fl3247-3",1,0,0,0,0,1,"artificial"
"fl3247","fl3247-4",0,1,0,0,1,1,"artificial"
"fl3248","fl3248-1",0,1,0,0,0,1,"artificial"
"fl3248","fl3248-2",0,0,0,0,1,1,"artificial"
"fl3249","fl3249-1",0,0,1,0,0,1,"artificial"
"fl3249","fl3249-2",1,0,0,1,1,0,"artificial"
"fl3249","fl3249-3",1,1,1,1,1,0,"artificial"
"fl3249","fl3249-4",1,0,1,0,1,1,"artificial"
"fl3249","fl3249-5",1,1,1,1,0,0,"artificial"
"fl3249","fl3249-6",1,1,1,1,1,1,"artificial"
"fl3249","fl3249-7",0,1,0,1,1,1,"artificial"
"fl3250","fl3250-1",0,0,1,1,1,0,"artificial"
"fl3250","fl3250-2",1,0,1,1,1,0,"artificial"
"fl3251","fl3251-1",0,1,1,0,0,1,"artificial"
"fl3251","fl3251-2",0,0,0,0,1,0,"artificial"
"fl3251","fl3251-3",0,0,1,0,0,0,"artificial"
"fl3251","fl3251-4",0,1,1,0,1,1,"artificial"
"fl3251","fl3251-5",1,0,1,0,0,1,"artificial"
"fl3251","fl3251-6",1,1,1,1,0,0,"artificial"
"fl3251","fl3251-7",1,1,0,0,0,1,"artificial"
"fl3252","fl3252-1",1,0,0,0,1,1,"artificial"
"fl3252","fl3252-2",1,0,1,0,1,0,"artificial"
"fl3252","fl3252-3",1,1,0,1,0,1,"artificial"
"fl3253","fl3253-1",1,0,1,0,0,1,"artificial"
"fl3253","fl3253-2",1,1,0,1,0,1,"artificial"
"fl3253","fl3253-3",1,1,1,1,0,1,"artificial"
"fl3254","fl3254-1",1,1,1,1,0,1,"artificial"
"fl3254","fl3254-2",1,1,0,1,0,1,"artificial"
"fl3254","fl3254-3",1,0,1,1,1,1,"artificial"
"fl3254","fl3254-4",0,1,1,0,1,0,"artificial"
"fl3254","fl3254-5",1,1,0,0,0,1,"artificial"
"fl3254","fl3254-6",1,1,0,0,1,1,"artificial"
"fl3254","fl3254-7",0,0,1,0,0,1,"artificial"
"fl3255","fl3255-1",1,0,1,0,1,0,"artificial"
"fl3255","fl3255-2",1,1,1,0,0,0,"artificial"
"fl3255","fl3255-3",1,1,0,0,0,1,"artificial"
"fl3255","fl3255-4",0,0,1,1,0,0,"artificial"
"fl3255","fl3255-5",0,0,1,1,1,1,"artificial"
"fl3256","fl3256-1",1,1,0,1,0,1,"artificial"
"fl3256","fl3256-2",1,0,1,0,0,1,"artificial"
"fl3256","fl3256-3",0,1,1,0,0,0,"artificial"
"fl3256","fl3256-4",0,0,0,1,1,0,"artificial"
"fl3256","fl3256-5",1,1,0,1,0,0,"artificial"
"fl3256","fl3256-6",0,0,0,1,0,0,"artificial"
"fl3257","fl3257-1",1,0,0,0,0,1,"artificial"
"fl3257","fl3257-2",1,1,0,1,1,0,"artificial"
"fl3257","fl3257-3",0,1,0,0,1,1,"artificial"
"fl3257","fl3257-4",1,1,1,0,0,0,"artificial"
"fl3257","fl3257-5",0,0,0,1,1,1,"artificial"
"fl3258","fl3258-1",0,1,1,1,0,0,"artificial"
"fl3258","fl3258-2",1,0,0,0,0,0,"artificial"
"fl3258","fl3258-3",0,1,0,1,0,1,"artificial"
"fl3258","fl3258-4",1,0,1,1,1,0,"artificial"
"fl3258","fl3258-5",0,0,0,0,1,1,"artificial"
"fl3258","fl3258-6",1,0,1,0,0,1,"artificial"
"fl3259","fl3259-1",0,1,1,0,1,1,"artificial"
"fl3259","fl3259-2",1,0,0,0,1,1,"artificial"
"fl3260","fl3260-1",1,0,1,1,0,1,"artificial"
"fl3261","fl3261-1",0,0,1,0,0,1,"artificial"
"fl3261","fl3261-2",0,1,0,1,0,1,"artificial"
"fl3261","fl3261-3",0,0,0,1,1,1,"artificial"
"fl3261","fl3261-4",0,1,1,0,1,1,"artificial"
"fl3261","fl3261-5",1,0,1,1,0,0,"artificial"
"fl3261","fl3261-6",1,0,0,1,0,0,"artificial"
"fl3262","fl3262-1",1,1,0,1,0,1,"artificial"
"fl3262","fl3262-2",1,0,0,0,0,0,"artificial"
"fl3262","fl3262-3",1,1,1,0,0,0,"artificial"
"fl3262","fl3262-4",0,1,1,0,1,1,"artificial"
"fl3263","fl3263-1",1,1,1,0,0,1,"artificial"
"fl3263","fl3263-2",1,1,0,0,0,1,"artificial"
"fl3263","fl3263-3",1,1,0,1,0,1,"artificial"
"fl3263","fl3263-4",0,0,0,1,0,0,"artificial"
"fl3263","fl3263-5",1,0,0,0,1,1,"artificial"
"fl3263","fl3263-6",1,1,0,1,1,0,"artificial"
"fl3263","fl3263-7",0,0,1,1,1,0,"artificial"
"fl3264","fl3264-1",0,0,0,1,1,1,"artificial"
"fl3264","fl3264-2",0,1,0,0,1,1,"artificial"
"fl3264","fl3264-3",0,0,0,1,0,0,"artificial"
"fl3264","fl3264-4",0,0,1,1,0,0,"artificial"
"fl3264","fl3264-5",0,0,1,1,1,1,"artificial"
"fl3264","fl3264-6",0,1,1,0,1,0,"artificial"
"fl3265","fl3265-1",1,0,0,0,1,0,"artificial"
"fl3265","fl3265-2",0,1,1,1,1,0,"artificial"
"fl3265","fl3265-3",1,0,0,1,1,1,"artificial"
"fl3265","fl3265-4",1,1,1,1,1,1,"artificial"
"fl3266","fl3266-1",1,1,0,0,0,0,"artificial"
"fl3266","fl3266-2",0,0,0,0,1,0,"artificial"
"fl3266","fl3266-3",0,1,1,1,1,0,"artificial"
"fl3266","fl3266-4",1,0,1,0,1,0,"artificial"
"fl3266","fl3266-5",0,1,0,0,1,0,"artificial"
"fl3266","fl3266-6",0,1,1,1,0,0,"artificial"
"fl3267","fl3267-1",1,0,0,1,1,1,"artificial"
"fl3267","fl3267-2",1,0,0,1,0,0,"artificial"
"fl3267","fl3267-3",0,1,1,0,0,0,"artificial"
"fl3267","fl3267-4",0,0,0,1,1,1,"artificial"
"fl3267","fl3267-5",0,1,1,0,0,1,"artificial"
"fl3268","fl3268-1",0,0,0,1,1,1,"artificial"
"fl3268","fl3268-2",0,1,1,0,1,1,"artificial"
"fl3268","fl3268-3",0,0,1,1,0,1,"artificial"
"fl3268","fl3268-4",0,1,0,0,0,1,"artificial"
"fl3268","fl3268-5",1,0,1,1,0,0,"artificial"
"fl3269","fl3269-1",1,1,1,1,0,1,"artificial"
"fl3269","fl3269-2",1,1,0,1,0,0,"artificial"
"fl3269","fl3269-3",1,1,1,1,0,1,"artificial"
"fl3269","fl3269-4",1,0,1,1,1,1,"artificial"
"fl3270","fl3270-1",0,1,0,0,0,1,"artificial"
"fl3270","fl3270-2",0,1,0,0,1,0,"artificial"
"fl3271","fl3271-1",1,1,0,1,1,1,"artificial"
"fl3271","fl3271-2",1,1,0,1,1,1,"artificial"
"fl3271","fl3271-3",0,1,0,0,0,1,"artificial"
"fl3271","fl3271-4",0,1,1,1,0,1,"artificial"
"fl3272","fl3272-1",0,1,0,0,0,0,"artificial"
"fl3272","fl3272-2",1,0,0,0,0,1,"artificial"
"fl3272","fl3272-3",1,0,1,1,1,1,"artificial"
"fl3272","fl3272-4",0,1,0,1,1,0,"artificial"
"fl3272","fl3272-5",0,1,0,0,1,1,"artificial"
"fl3272","fl3272-6",0,1,1,1,0,0,"artificial"
"fl3273","fl3273-1",0,0,0,0,0,1,"artificial"
"fl3273","fl3273-2",0,1,0,1,1,1,"artificial"
"fl3273","fl3273-3",1,1,1,0,1,1,"artificial"
"fl3273","fl3273-4",0,1,0,0,0,1,"artificial"
"fl3273","fl3273-5",1,0,1,0,0,1,"artificial"
"fl3273","fl3273-6",0,1,1,0,0,1,"artificial"
"fl3273","fl3273-7",0,0,1,0,1,1,"artificial"
"fl3274","fl3274-1",0,1,0,0,0,1,"artificial"
"fl3274","fl3274-2",1,0,1,1,0,1,"artificial"
"fl3274","fl3274-3",1,0,0,1,1,0,"artificial"
"fl3274","fl3274-4",1,0,0,0,1,1,"artificial"
"fl3274","fl3274-5",1,0,0,0,0,1,"artificial"
"fl3274","fl3274-6",1,0,1,0,1,1,"artificial"
"fl3275","fl3275-1",0,0,0,1,1,0,"artificial"
"fl3275","fl3275-2",1,1,0,0,1,1,"artificial"
"fl3275","fl3275-3",0,1,0,1,1,0,"artificial"
"fl3275","fl3275-4",0,1,0,1,1,1,"artificial"
